date,variable,value
2015-01-31,bull_bear_spread,21.7792
2015-01-31,bullish_pct,44.1718
2015-01-31,cma,-1.64
2015-01-31,hml,-3.45
2015-01-31,mkt_ret,-3.1
2015-01-31,mkt_rf,-3.1
2015-01-31,neutral_pct,33.4356
2015-01-31,rf,0.0
2015-01-31,rmw,1.58
2015-01-31,sentiment_michigan_ics,98.1
2015-01-31,smb,-0.59
2015-02-28,bearish_pct,20.2985
2015-02-28,bull_bear_spread,25.0746
2015-02-28,bullish_pct,45.3731
2015-02-28,cma,-1.75
2015-02-28,hml,-1.79
2015-02-28,mkt_ret,6.13
2015-02-28,mkt_rf,6.13
2015-02-28,neutral_pct,34.328399999999995
2015-02-28,rf,0.0
2015-02-28,rmw,-1.1
2015-02-28,sentiment_michigan_ics,95.4
2015-02-28,smb,0.61
2015-03-31,bearish_pct,24.3802
2015-03-31,bull_bear_spread,14.049600000000002
2015-03-31,bullish_pct,38.4298
2015-03-31,cma,-0.62
2015-03-31,hml,-0.38
2015-03-31,mkt_ret,-1.11
2015-03-31,mkt_rf,-1.11
2015-03-31,neutral_pct,37.1901
2015-03-31,rf,0.0
2015-03-31,rmw,0.07
2015-03-31,sentiment_michigan_ics,93.0
2015-03-31,smb,3.05
2015-04-30,bearish_pct,21.9512
2015-04-30,bull_bear_spread,8.885000000000002
2015-04-30,bullish_pct,30.8362
2015-04-30,cma,-0.62
2015-04-30,hml,1.8
2015-04-30,mkt_ret,0.59
2015-04-30,mkt_rf,0.59
2015-04-30,neutral_pct,47.2125
2015-04-30,rf,0.0
2015-04-30,rmw,0.05
2015-04-30,sentiment_michigan_ics,95.9
2015-04-30,smb,-2.99
2015-05-31,bearish_pct,25.1397
2015-05-31,bull_bear_spread,1.8622000000000007
2015-05-31,bullish_pct,27.0019
2015-05-31,cma,-0.83
2015-05-31,hml,-1.11
2015-05-31,mkt_ret,1.37
2015-05-31,mkt_rf,1.37
2015-05-31,neutral_pct,47.8585
2015-05-31,rf,0.0
2015-05-31,rmw,-1.76
2015-05-31,sentiment_michigan_ics,90.7
2015-05-31,smb,0.95
2015-06-30,bearish_pct,21.6667
2015-06-30,bull_bear_spread,13.8889
2015-06-30,bullish_pct,35.5556
2015-06-30,cma,-1.54
2015-06-30,hml,-0.82
2015-06-30,mkt_ret,-1.52
2015-06-30,mkt_rf,-1.52
2015-06-30,neutral_pct,42.7778
2015-06-30,rf,0.0
2015-06-30,rmw,0.35
2015-06-30,sentiment_michigan_ics,96.1
2015-06-30,smb,2.94
2015-07-31,bearish_pct,40.7035
2015-07-31,bull_bear_spread,-19.598
2015-07-31,bullish_pct,21.1055
2015-07-31,cma,-2.44
2015-07-31,hml,-4.16
2015-07-31,mkt_ret,1.57
2015-07-31,mkt_rf,1.57
2015-07-31,neutral_pct,38.191
2015-07-31,rf,0.0
2015-07-31,rmw,0.31
2015-07-31,sentiment_michigan_ics,93.1
2015-07-31,smb,-4.17
2015-08-31,bearish_pct,38.2692
2015-08-31,bull_bear_spread,-5.769199999999998
2015-08-31,bullish_pct,32.5
2015-08-31,cma,1.29
2015-08-31,hml,2.75
2015-08-31,mkt_ret,-6.02
2015-08-31,mkt_rf,-6.02
2015-08-31,neutral_pct,29.2308
2015-08-31,rf,0.0
2015-08-31,rmw,0.66
2015-08-31,sentiment_michigan_ics,91.9
2015-08-31,smb,0.37
2015-09-30,bearish_pct,28.693800000000003
2015-09-30,bull_bear_spread,3.426099999999998
2015-09-30,bullish_pct,32.1199
2015-09-30,cma,-0.59
2015-09-30,hml,0.55
2015-09-30,mkt_ret,-3.06
2015-09-30,mkt_rf,-3.06
2015-09-30,neutral_pct,39.1863
2015-09-30,rf,0.0
2015-09-30,rmw,1.8
2015-09-30,sentiment_michigan_ics,87.2
2015-09-30,smb,-2.63
2015-10-31,bearish_pct,20.5882
2015-10-31,bull_bear_spread,19.804
2015-10-31,bullish_pct,40.3922
2015-10-31,cma,0.61
2015-10-31,hml,-0.47
2015-10-31,mkt_ret,7.75
2015-10-31,mkt_rf,7.75
2015-10-31,neutral_pct,39.0196
2015-10-31,rf,0.0
2015-10-31,rmw,0.95
2015-10-31,sentiment_michigan_ics,90.0
2015-10-31,smb,-1.9
2015-11-30,bearish_pct,26.0341
2015-11-30,bull_bear_spread,6.326000000000004
2015-11-30,bullish_pct,32.3601
2015-11-30,cma,-1.06
2015-11-30,hml,-0.43
2015-11-30,mkt_ret,0.57
2015-11-30,mkt_rf,0.57
2015-11-30,neutral_pct,41.6058
2015-11-30,rf,0.0
2015-11-30,rmw,-2.65
2015-11-30,sentiment_michigan_ics,91.3
2015-11-30,smb,3.58
2015-12-31,bearish_pct,23.6152
2015-12-31,bull_bear_spread,1.4576999999999956
2015-12-31,bullish_pct,25.0729
2015-12-31,cma,0.12
2015-12-31,hml,-2.57
2015-12-31,mkt_ret,-2.14
2015-12-31,mkt_rf,-2.15
2015-12-31,neutral_pct,51.312000000000005
2015-12-31,rf,0.01
2015-12-31,rmw,0.34
2015-12-31,sentiment_michigan_ics,92.6
2015-12-31,smb,-2.8
2016-01-31,bearish_pct,39.9648
2016-01-31,bull_bear_spread,-10.211299999999998
2016-01-31,bullish_pct,29.7535
2016-01-31,cma,3.05
2016-01-31,hml,2.08
2016-01-31,mkt_ret,-5.73
2016-01-31,mkt_rf,-5.74
2016-01-31,neutral_pct,30.2817
2016-01-31,rf,0.01
2016-01-31,rmw,2.78
2016-01-31,sentiment_michigan_ics,92.0
2016-01-31,smb,-3.4
2016-02-29,bearish_pct,31.4159
2016-02-29,bull_bear_spread,-0.2212000000000031
2016-02-29,bullish_pct,31.1947
2016-02-29,cma,1.94
2016-02-29,hml,-0.61
2016-02-29,mkt_ret,-0.0399999999999999
2016-02-29,mkt_rf,-0.06
2016-02-29,neutral_pct,37.3894
2016-02-29,rf,0.02
2016-02-29,rmw,3.31
2016-02-29,sentiment_michigan_ics,91.7
2016-02-29,smb,0.73
2016-03-31,bearish_pct,25.7606
2016-03-31,bull_bear_spread,1.419900000000002
2016-03-31,bullish_pct,27.1805
2016-03-31,cma,0.01
2016-03-31,hml,1.22
2016-03-31,mkt_ret,6.97
2016-03-31,mkt_rf,6.95
2016-03-31,neutral_pct,47.0588
2016-03-31,rf,0.02
2016-03-31,rmw,0.68
2016-03-31,sentiment_michigan_ics,91.0
2016-03-31,smb,0.75
2016-04-30,bearish_pct,28.6008
2016-04-30,bull_bear_spread,-1.2345000000000006
2016-04-30,bullish_pct,27.3663
2016-04-30,cma,1.77
2016-04-30,hml,3.22
2016-04-30,mkt_ret,0.93
2016-04-30,mkt_rf,0.92
2016-04-30,neutral_pct,44.032900000000005
2016-04-30,rf,0.01
2016-04-30,rmw,-2.85
2016-04-30,sentiment_michigan_ics,89.0
2016-04-30,smb,0.77
2016-05-31,bearish_pct,29.3886
2016-05-31,bull_bear_spread,-11.637099999999997
2016-05-31,bullish_pct,17.7515
2016-05-31,cma,-2.54
2016-05-31,hml,-1.62
2016-05-31,mkt_ret,1.79
2016-05-31,mkt_rf,1.78
2016-05-31,neutral_pct,52.86
2016-05-31,rf,0.01
2016-05-31,rmw,-1.1
2016-05-31,sentiment_michigan_ics,94.7
2016-05-31,smb,-0.18
2016-06-30,bearish_pct,33.421800000000005
2016-06-30,bull_bear_spread,-4.509300000000003
2016-06-30,bullish_pct,28.9125
2016-06-30,cma,1.9
2016-06-30,hml,-1.49
2016-06-30,mkt_ret,-0.0099999999999999
2016-06-30,mkt_rf,-0.03
2016-06-30,neutral_pct,37.6658
2016-06-30,rf,0.02
2016-06-30,rmw,1.45
2016-06-30,sentiment_michigan_ics,93.5
2016-06-30,smb,0.6
2016-07-31,bearish_pct,28.4091
2016-07-31,bull_bear_spread,2.8409000000000013
2016-07-31,bullish_pct,31.25
2016-07-31,cma,-1.16
2016-07-31,hml,-1.24
2016-07-31,mkt_ret,3.96
2016-07-31,mkt_rf,3.94
2016-07-31,neutral_pct,40.340900000000005
2016-07-31,rf,0.02
2016-07-31,rmw,1.31
2016-07-31,sentiment_michigan_ics,90.0
2016-07-31,smb,2.45
2016-08-31,bearish_pct,29.6375
2016-08-31,bull_bear_spread,-0.2132000000000005
2016-08-31,bullish_pct,29.4243
2016-08-31,cma,-0.36
2016-08-31,hml,3.17
2016-08-31,mkt_ret,0.51
2016-08-31,mkt_rf,0.49
2016-08-31,neutral_pct,40.9382
2016-08-31,rf,0.02
2016-08-31,rmw,-1.85
2016-08-31,sentiment_michigan_ics,89.8
2016-08-31,smb,1.17
2016-09-30,bearish_pct,37.1111
2016-09-30,bull_bear_spread,-13.1111
2016-09-30,bullish_pct,24.0
2016-09-30,cma,0.03
2016-09-30,hml,-1.19
2016-09-30,mkt_ret,0.29
2016-09-30,mkt_rf,0.27
2016-09-30,neutral_pct,38.8889
2016-09-30,rf,0.02
2016-09-30,rmw,-2.18
2016-09-30,sentiment_michigan_ics,91.2
2016-09-30,smb,2.08
2016-10-31,bearish_pct,34.0686
2016-10-31,bull_bear_spread,-9.313699999999995
2016-10-31,bullish_pct,24.7549
2016-10-31,cma,0.25
2016-10-31,hml,4.11
2016-10-31,mkt_ret,-1.99
2016-10-31,mkt_rf,-2.01
2016-10-31,neutral_pct,41.1765
2016-10-31,rf,0.02
2016-10-31,rmw,0.99
2016-10-31,sentiment_michigan_ics,87.2
2016-10-31,smb,-4.39
2016-11-30,bearish_pct,22.0807
2016-11-30,bull_bear_spread,27.8131
2016-11-30,bullish_pct,49.8938
2016-11-30,cma,3.71
2016-11-30,hml,8.29
2016-11-30,mkt_ret,4.87
2016-11-30,mkt_rf,4.86
2016-11-30,neutral_pct,28.0255
2016-11-30,rf,0.01
2016-11-30,rmw,-0.24
2016-11-30,sentiment_michigan_ics,93.8
2016-11-30,smb,5.6
2016-12-31,bearish_pct,25.7384
2016-12-31,bull_bear_spread,19.831200000000003
2016-12-31,bullish_pct,45.5696
2016-12-31,cma,-0.32
2016-12-31,hml,3.47
2016-12-31,mkt_ret,1.84
2016-12-31,mkt_rf,1.81
2016-12-31,neutral_pct,28.692
2016-12-31,rf,0.03
2016-12-31,rmw,1.24
2016-12-31,sentiment_michigan_ics,98.2
2016-12-31,smb,0.14
2017-01-31,bearish_pct,33.4928
2017-01-31,bull_bear_spread,-1.9139000000000053
2017-01-31,bullish_pct,31.5789
2017-01-31,cma,-1.06
2017-01-31,hml,-2.76
2017-01-31,mkt_ret,1.98
2017-01-31,mkt_rf,1.94
2017-01-31,neutral_pct,34.9282
2017-01-31,rf,0.04
2017-01-31,rmw,-0.51
2017-01-31,sentiment_michigan_ics,98.5
2017-01-31,smb,-1.16
2017-02-28,bearish_pct,32.3077
2017-02-28,bull_bear_spread,6.153800000000004
2017-02-28,bullish_pct,38.4615
2017-02-28,cma,-1.8
2017-02-28,hml,-1.5
2017-02-28,mkt_ret,3.59
2017-02-28,mkt_rf,3.55
2017-02-28,neutral_pct,29.2308
2017-02-28,rf,0.04
2017-02-28,rmw,0.45
2017-02-28,sentiment_michigan_ics,96.3
2017-02-28,smb,-2.15
2017-03-31,bearish_pct,37.3832
2017-03-31,bull_bear_spread,-7.165100000000006
2017-03-31,bullish_pct,30.2181
2017-03-31,cma,-0.95
2017-03-31,hml,-3.33
2017-03-31,mkt_ret,0.2
2017-03-31,mkt_rf,0.17
2017-03-31,neutral_pct,32.3988
2017-03-31,rf,0.03
2017-03-31,rmw,0.63
2017-03-31,sentiment_michigan_ics,96.9
2017-03-31,smb,1.13
2017-04-30,bearish_pct,31.7073
2017-04-30,bull_bear_spread,6.3415
2017-04-30,bullish_pct,38.0488
2017-04-30,cma,-1.6
2017-04-30,hml,-2.05
2017-04-30,mkt_ret,1.13
2017-04-30,mkt_rf,1.08
2017-04-30,neutral_pct,30.2439
2017-04-30,rf,0.05
2017-04-30,rmw,1.79
2017-04-30,sentiment_michigan_ics,97.0
2017-04-30,smb,0.66
2017-05-31,bearish_pct,30.0
2017-05-31,bull_bear_spread,2.857100000000002
2017-05-31,bullish_pct,32.8571
2017-05-31,cma,-1.66
2017-05-31,hml,-3.82
2017-05-31,mkt_ret,1.13
2017-05-31,mkt_rf,1.07
2017-05-31,neutral_pct,37.1429
2017-05-31,rf,0.06
2017-05-31,rmw,0.99
2017-05-31,sentiment_michigan_ics,97.1
2017-05-31,smb,-2.52
2017-06-30,bearish_pct,26.8571
2017-06-30,bull_bear_spread,2.857199999999999
2017-06-30,bullish_pct,29.7143
2017-06-30,cma,0.04
2017-06-30,hml,1.5
2017-06-30,mkt_ret,0.8500000000000001
2017-06-30,mkt_rf,0.79
2017-06-30,neutral_pct,43.4286
2017-06-30,rf,0.06
2017-06-30,rmw,-2.26
2017-06-30,sentiment_michigan_ics,95.0
2017-06-30,smb,2.21
2017-07-31,bearish_pct,24.3243
2017-07-31,bull_bear_spread,10.1352
2017-07-31,bullish_pct,34.4595
2017-07-31,cma,-0.15
2017-07-31,hml,-0.23
2017-07-31,mkt_ret,1.95
2017-07-31,mkt_rf,1.88
2017-07-31,neutral_pct,41.2162
2017-07-31,rf,0.07
2017-07-31,rmw,-0.75
2017-07-31,sentiment_michigan_ics,93.4
2017-07-31,smb,-1.45
2017-08-31,bearish_pct,39.8936
2017-08-31,bull_bear_spread,-14.8936
2017-08-31,bullish_pct,25.0
2017-08-31,cma,-2.38
2017-08-31,hml,-2.13
2017-08-31,mkt_ret,0.27
2017-08-31,mkt_rf,0.18
2017-08-31,neutral_pct,35.1064
2017-08-31,rf,0.09
2017-08-31,rmw,0.2
2017-08-31,sentiment_michigan_ics,96.8
2017-08-31,smb,-1.67
2017-09-30,bearish_pct,28.7356
2017-09-30,bull_bear_spread,4.5977
2017-09-30,bullish_pct,33.3333
2017-09-30,cma,1.63
2017-09-30,hml,3.15
2017-09-30,mkt_ret,2.58
2017-09-30,mkt_rf,2.49
2017-09-30,neutral_pct,37.931
2017-09-30,rf,0.09
2017-09-30,rmw,-1.54
2017-09-30,sentiment_michigan_ics,95.1
2017-09-30,smb,4.45
2017-10-31,bearish_pct,33.033
2017-10-31,bull_bear_spread,6.6066
2017-10-31,bullish_pct,39.6396
2017-10-31,cma,-3.14
2017-10-31,hml,0.13
2017-10-31,mkt_ret,2.35
2017-10-31,mkt_rf,2.26
2017-10-31,neutral_pct,27.3273
2017-10-31,rf,0.09
2017-10-31,rmw,0.92
2017-10-31,sentiment_michigan_ics,100.7
2017-10-31,smb,-1.93
2017-11-30,bearish_pct,31.6216
2017-11-30,bull_bear_spread,4.324299999999994
2017-11-30,bullish_pct,35.945899999999995
2017-11-30,cma,-0.1
2017-11-30,hml,-0.09
2017-11-30,mkt_ret,3.2
2017-11-30,mkt_rf,3.12
2017-11-30,neutral_pct,32.4324
2017-11-30,rf,0.08
2017-11-30,rmw,3.19
2017-11-30,sentiment_michigan_ics,98.5
2017-11-30,smb,-0.6
2017-12-31,bearish_pct,20.6349
2017-12-31,bull_bear_spread,32.0106
2017-12-31,bullish_pct,52.6455
2017-12-31,cma,1.79
2017-12-31,hml,0.05
2017-12-31,mkt_ret,1.15
2017-12-31,mkt_rf,1.06
2017-12-31,neutral_pct,26.7196
2017-12-31,rf,0.09
2017-12-31,rmw,0.73
2017-12-31,sentiment_michigan_ics,95.9
2017-12-31,smb,-1.32
2018-01-31,bearish_pct,24.026
2018-01-31,bull_bear_spread,21.4285
2018-01-31,bullish_pct,45.4545
2018-01-31,cma,-1.05
2018-01-31,hml,-1.32
2018-01-31,mkt_ret,5.69
2018-01-31,mkt_rf,5.58
2018-01-31,neutral_pct,30.5195
2018-01-31,rf,0.11
2018-01-31,rmw,-0.75
2018-01-31,sentiment_michigan_ics,95.7
2018-01-31,smb,-3.16
2018-02-28,bearish_pct,22.7907
2018-02-28,bull_bear_spread,21.8605
2018-02-28,bullish_pct,44.6512
2018-02-28,cma,-2.36
2018-02-28,hml,-1.1
2018-02-28,mkt_ret,-3.53
2018-02-28,mkt_rf,-3.64
2018-02-28,neutral_pct,32.5581
2018-02-28,rf,0.11
2018-02-28,rmw,0.53
2018-02-28,sentiment_michigan_ics,99.7
2018-02-28,smb,0.27
2018-03-31,bearish_pct,35.3293
2018-03-31,bull_bear_spread,-3.393200000000004
2018-03-31,bullish_pct,31.9361
2018-03-31,cma,0.08
2018-03-31,hml,-0.21
2018-03-31,mkt_ret,-2.23
2018-03-31,mkt_rf,-2.35
2018-03-31,neutral_pct,32.7345
2018-03-31,rf,0.12
2018-03-31,rmw,-0.41
2018-03-31,sentiment_michigan_ics,101.4
2018-03-31,smb,4.05
2018-04-30,bearish_pct,25.5521
2018-04-30,bull_bear_spread,11.356399999999995
2018-04-30,bullish_pct,36.9085
2018-04-30,cma,1.24
2018-04-30,hml,0.53
2018-04-30,mkt_ret,0.41
2018-04-30,mkt_rf,0.27
2018-04-30,neutral_pct,37.5394
2018-04-30,rf,0.14
2018-04-30,rmw,-2.42
2018-04-30,sentiment_michigan_ics,98.8
2018-04-30,smb,1.09
2018-05-31,bearish_pct,26.3538
2018-05-31,bull_bear_spread,8.664300000000004
2018-05-31,bullish_pct,35.018100000000004
2018-05-31,cma,-1.49
2018-05-31,hml,-3.14
2018-05-31,mkt_ret,2.8000000000000003
2018-05-31,mkt_rf,2.66
2018-05-31,neutral_pct,38.6282
2018-05-31,rf,0.14
2018-05-31,rmw,-1.98
2018-05-31,sentiment_michigan_ics,98.0
2018-05-31,smb,5.24
2018-06-30,bearish_pct,40.8046
2018-06-30,bull_bear_spread,-12.3563
2018-06-30,bullish_pct,28.4483
2018-06-30,cma,0.2
2018-06-30,hml,-2.33
2018-06-30,mkt_ret,0.63
2018-06-30,mkt_rf,0.49
2018-06-30,neutral_pct,30.7471
2018-06-30,rf,0.14
2018-06-30,rmw,0.83
2018-06-30,sentiment_michigan_ics,98.2
2018-06-30,smb,1.11
2018-07-31,bearish_pct,26.9022
2018-07-31,bull_bear_spread,4.619500000000006
2018-07-31,bullish_pct,31.521700000000003
2018-07-31,cma,0.31
2018-07-31,hml,0.49
2018-07-31,mkt_ret,3.3600000000000003
2018-07-31,mkt_rf,3.2
2018-07-31,neutral_pct,41.5761
2018-07-31,rf,0.16
2018-07-31,rmw,1.53
2018-07-31,sentiment_michigan_ics,97.9
2018-07-31,smb,-2.23
2018-08-31,bearish_pct,24.3902
2018-08-31,bull_bear_spread,19.1057
2018-08-31,bullish_pct,43.4959
2018-08-31,cma,-2.57
2018-08-31,hml,-3.91
2018-08-31,mkt_ret,3.61
2018-08-31,mkt_rf,3.45
2018-08-31,neutral_pct,32.1138
2018-08-31,rf,0.16
2018-08-31,rmw,-0.29
2018-08-31,sentiment_michigan_ics,96.2
2018-08-31,smb,1.14
2018-09-30,bearish_pct,31.102400000000003
2018-09-30,bull_bear_spread,5.118099999999998
2018-09-30,bullish_pct,36.2205
2018-09-30,cma,1.36
2018-09-30,hml,-1.62
2018-09-30,mkt_ret,0.21
2018-09-30,mkt_rf,0.06
2018-09-30,neutral_pct,32.6772
2018-09-30,rf,0.15
2018-09-30,rmw,0.65
2018-09-30,sentiment_michigan_ics,100.1
2018-09-30,smb,-2.29
2018-10-31,bearish_pct,40.9962
2018-10-31,bull_bear_spread,-13.026899999999998
2018-10-31,bullish_pct,27.969300000000004
2018-10-31,cma,3.6
2018-10-31,hml,3.38
2018-10-31,mkt_ret,-7.46
2018-10-31,mkt_rf,-7.65
2018-10-31,neutral_pct,31.0345
2018-10-31,rf,0.19
2018-10-31,rmw,1.03
2018-10-31,sentiment_michigan_ics,98.6
2018-10-31,smb,-4.7
2018-11-30,bearish_pct,39.4737
2018-11-30,bull_bear_spread,-5.592100000000002
2018-11-30,bullish_pct,33.8816
2018-11-30,cma,0.4
2018-11-30,hml,0.36
2018-11-30,mkt_ret,1.89
2018-11-30,mkt_rf,1.71
2018-11-30,neutral_pct,26.6447
2018-11-30,rf,0.18
2018-11-30,rmw,-0.61
2018-11-30,sentiment_michigan_ics,97.5
2018-11-30,smb,-0.73
2018-12-31,bearish_pct,50.2976
2018-12-31,bull_bear_spread,-18.75
2018-12-31,bullish_pct,31.5476
2018-12-31,cma,0.24
2018-12-31,hml,-1.92
2018-12-31,mkt_ret,-9.36
2018-12-31,mkt_rf,-9.55
2018-12-31,neutral_pct,18.1548
2018-12-31,rf,0.19
2018-12-31,rmw,-0.03
2018-12-31,sentiment_michigan_ics,98.3
2018-12-31,smb,-2.31
2019-01-31,bearish_pct,31.7568
2019-01-31,bull_bear_spread,0.0
2019-01-31,bullish_pct,31.7568
2019-01-31,cma,-1.65
2019-01-31,hml,-0.39
2019-01-31,mkt_ret,8.58
2019-01-31,mkt_rf,8.37
2019-01-31,neutral_pct,36.4865
2019-01-31,rf,0.21
2019-01-31,rmw,-0.73
2019-01-31,sentiment_michigan_ics,91.2
2019-01-31,smb,2.76
2019-02-28,bearish_pct,20.0
2019-02-28,bull_bear_spread,21.6327
2019-02-28,bullish_pct,41.6327
2019-02-28,cma,-1.54
2019-02-28,hml,-2.66
2019-02-28,mkt_ret,3.6
2019-02-28,mkt_rf,3.42
2019-02-28,neutral_pct,38.3673
2019-02-28,rf,0.18
2019-02-28,rmw,0.16
2019-02-28,sentiment_michigan_ics,93.8
2019-02-28,smb,2.05
2019-03-31,bearish_pct,27.200000000000003
2019-03-31,bull_bear_spread,6.0
2019-03-31,bullish_pct,33.2
2019-03-31,cma,-0.9
2019-03-31,hml,-4.14
2019-03-31,mkt_ret,1.29
2019-03-31,mkt_rf,1.1
2019-03-31,neutral_pct,39.6
2019-03-31,rf,0.19
2019-03-31,rmw,0.88
2019-03-31,sentiment_michigan_ics,98.4
2019-03-31,smb,-3.03
2019-04-30,bearish_pct,20.1705
2019-04-30,bull_bear_spread,13.3522
2019-04-30,bullish_pct,33.5227
2019-04-30,cma,-2.18
2019-04-30,hml,2.13
2019-04-30,mkt_ret,4.180000000000001
2019-04-30,mkt_rf,3.97
2019-04-30,neutral_pct,46.3068
2019-04-30,rf,0.21
2019-04-30,rmw,1.61
2019-04-30,sentiment_michigan_ics,97.2
2019-04-30,smb,-1.74
2019-05-31,bearish_pct,40.0826
2019-05-31,bull_bear_spread,-15.2892
2019-05-31,bullish_pct,24.7934
2019-05-31,cma,1.76
2019-05-31,hml,-2.45
2019-05-31,mkt_ret,-6.71
2019-05-31,mkt_rf,-6.92
2019-05-31,neutral_pct,35.124
2019-05-31,rf,0.21
2019-05-31,rmw,-0.48
2019-05-31,sentiment_michigan_ics,100.0
2019-05-31,smb,-1.26
2019-06-30,bearish_pct,32.0548
2019-06-30,bull_bear_spread,-2.465800000000001
2019-06-30,bullish_pct,29.589
2019-06-30,cma,-0.42
2019-06-30,hml,-0.64
2019-06-30,mkt_ret,7.1
2019-06-30,mkt_rf,6.92
2019-06-30,neutral_pct,38.3562
2019-06-30,rf,0.18
2019-06-30,rmw,0.89
2019-06-30,sentiment_michigan_ics,98.2
2019-06-30,smb,0.26
2019-07-31,bearish_pct,32.0225
2019-07-31,bull_bear_spread,-0.2809000000000026
2019-07-31,bullish_pct,31.7416
2019-07-31,cma,0.37
2019-07-31,hml,0.5
2019-07-31,mkt_ret,1.42
2019-07-31,mkt_rf,1.23
2019-07-31,neutral_pct,36.236
2019-07-31,rf,0.19
2019-07-31,rmw,-0.13
2019-07-31,sentiment_michigan_ics,98.4
2019-07-31,smb,-1.96
2019-08-31,bearish_pct,42.2111
2019-08-31,bull_bear_spread,-16.0804
2019-08-31,bullish_pct,26.1307
2019-08-31,cma,-0.62
2019-08-31,hml,-4.77
2019-08-31,mkt_ret,-2.39
2019-08-31,mkt_rf,-2.55
2019-08-31,neutral_pct,31.6583
2019-08-31,rf,0.16
2019-08-31,rmw,0.53
2019-08-31,sentiment_michigan_ics,89.8
2019-08-31,smb,-2.39
2019-09-30,bearish_pct,33.2613
2019-09-30,bull_bear_spread,-3.887599999999996
2019-09-30,bullish_pct,29.373700000000003
2019-09-30,cma,3.38
2019-09-30,hml,6.76
2019-09-30,mkt_ret,1.59
2019-09-30,mkt_rf,1.41
2019-09-30,neutral_pct,37.365
2019-09-30,rf,0.18
2019-09-30,rmw,1.82
2019-09-30,sentiment_michigan_ics,93.2
2019-09-30,smb,-0.97
2019-10-31,bearish_pct,28.4337
2019-10-31,bull_bear_spread,5.542199999999994
2019-10-31,bullish_pct,33.9759
2019-10-31,cma,-1.03
2019-10-31,hml,-1.92
2019-10-31,mkt_ret,2.22
2019-10-31,mkt_rf,2.07
2019-10-31,neutral_pct,37.5904
2019-10-31,rf,0.15
2019-10-31,rmw,0.43
2019-10-31,sentiment_michigan_ics,95.5
2019-10-31,smb,0.27
2019-11-30,bearish_pct,30.2752
2019-11-30,bull_bear_spread,3.363899999999997
2019-11-30,bullish_pct,33.6391
2019-11-30,cma,-1.14
2019-11-30,hml,-2.0
2019-11-30,mkt_ret,3.99
2019-11-30,mkt_rf,3.87
2019-11-30,neutral_pct,36.0856
2019-11-30,rf,0.12
2019-11-30,rmw,-1.64
2019-11-30,sentiment_michigan_ics,96.8
2019-11-30,smb,0.72
2019-12-31,bearish_pct,21.5339
2019-12-31,bull_bear_spread,20.354000000000003
2019-12-31,bullish_pct,41.8879
2019-12-31,cma,1.19
2019-12-31,hml,1.73
2019-12-31,mkt_ret,2.91
2019-12-31,mkt_rf,2.77
2019-12-31,neutral_pct,36.5782
2019-12-31,rf,0.14
2019-12-31,rmw,0.05
2019-12-31,sentiment_michigan_ics,99.3
2019-12-31,smb,0.76
2020-01-31,bearish_pct,36.8564
2020-01-31,bull_bear_spread,-4.878100000000003
2020-01-31,bullish_pct,31.9783
2020-01-31,cma,-2.19
2020-01-31,hml,-6.22
2020-01-31,mkt_ret,0.02
2020-01-31,mkt_rf,-0.11
2020-01-31,neutral_pct,31.1653
2020-01-31,rf,0.13
2020-01-31,rmw,-1.19
2020-01-31,sentiment_michigan_ics,99.8
2020-01-31,smb,-3.1
2020-02-29,bearish_pct,39.1304
2020-02-29,bull_bear_spread,-8.695600000000002
2020-02-29,bullish_pct,30.4348
2020-02-29,cma,-2.53
2020-02-29,hml,-3.82
2020-02-29,mkt_ret,-8.030000000000001
2020-02-29,mkt_rf,-8.15
2020-02-29,neutral_pct,30.4348
2020-02-29,rf,0.12
2020-02-29,rmw,-1.43
2020-02-29,sentiment_michigan_ics,101.0
2020-02-29,smb,1.08
2020-03-31,bearish_pct,52.0725
2020-03-31,bull_bear_spread,-19.170900000000003
2020-03-31,bullish_pct,32.901599999999995
2020-03-31,cma,1.19
2020-03-31,hml,-13.83
2020-03-31,mkt_ret,-13.25
2020-03-31,mkt_rf,-13.37
2020-03-31,neutral_pct,15.0259
2020-03-31,rf,0.12
2020-03-31,rmw,-1.61
2020-03-31,sentiment_michigan_ics,89.1
2020-03-31,smb,-4.69
2020-04-30,bearish_pct,44.0299
2020-04-30,bull_bear_spread,-13.432899999999997
2020-04-30,bullish_pct,30.597
2020-04-30,cma,-1.02
2020-04-30,hml,-1.34
2020-04-30,mkt_ret,13.6
2020-04-30,mkt_rf,13.6
2020-04-30,neutral_pct,25.3731
2020-04-30,rf,0.0
2020-04-30,rmw,2.76
2020-04-30,sentiment_michigan_ics,71.8
2020-04-30,smb,2.5
2020-05-31,bearish_pct,42.126000000000005
2020-05-31,bull_bear_spread,-9.05510000000001
2020-05-31,bullish_pct,33.070899999999995
2020-05-31,cma,-3.16
2020-05-31,hml,-5.0
2020-05-31,mkt_ret,5.58
2020-05-31,mkt_rf,5.57
2020-05-31,neutral_pct,24.8031
2020-05-31,rf,0.01
2020-05-31,rmw,0.96
2020-05-31,sentiment_michigan_ics,72.3
2020-05-31,smb,2.4
2020-06-30,bearish_pct,48.9028
2020-06-30,bull_bear_spread,-24.7649
2020-06-30,bullish_pct,24.1379
2020-06-30,cma,0.55
2020-06-30,hml,-2.17
