date,variable,value
2009-07-31,bull_bear_spread,16.270000000000003
2009-07-31,bullish_pct,47.67
2009-07-31,cma,3.08
2009-07-31,hml,4.89
2009-07-31,mkt_ret,7.75
2009-07-31,mkt_rf,7.74
2009-07-31,neutral_pct,20.93
2009-07-31,rf,0.01
2009-07-31,rmw,-0.26
2009-07-31,sentiment_michigan_ics,66.0
2009-07-31,smb,1.75
2009-08-31,bearish_pct,48.54
2009-08-31,bull_bear_spread,-14.560000000000002
2009-08-31,bullish_pct,33.98
2009-08-31,cma,3.3
2009-08-31,hml,7.6
2009-08-31,mkt_ret,3.34
2009-08-31,mkt_rf,3.33
2009-08-31,neutral_pct,17.48
2009-08-31,rf,0.01
2009-08-31,rmw,-2.85
2009-08-31,sentiment_michigan_ics,65.7
2009-08-31,smb,-1.12
2009-09-30,bearish_pct,44.55
2009-09-30,bull_bear_spread,-5.459999999999994
2009-09-30,bullish_pct,39.09
2009-09-30,cma,0.34
2009-09-30,hml,1.15
2009-09-30,mkt_ret,4.09
2009-09-30,mkt_rf,4.08
2009-09-30,neutral_pct,16.36
2009-09-30,rf,0.01
2009-09-30,rmw,1.15
2009-09-30,sentiment_michigan_ics,73.5
2009-09-30,smb,2.43
2009-10-31,bearish_pct,42.31
2009-10-31,bull_bear_spread,-8.65999999999999
2009-10-31,bullish_pct,33.650000000000006
2009-10-31,cma,-1.48
2009-10-31,hml,-4.17
2009-10-31,mkt_ret,-2.53
2009-10-31,mkt_rf,-2.53
2009-10-31,neutral_pct,24.04
2009-10-31,rf,0.0
2009-10-31,rmw,4.22
2009-10-31,sentiment_michigan_ics,70.6
2009-10-31,smb,-4.26
2009-11-30,bearish_pct,41.66
2009-11-30,bull_bear_spread,0.0
2009-11-30,bullish_pct,41.66
2009-11-30,cma,0.0
2009-11-30,hml,-0.33
2009-11-30,mkt_ret,5.63
2009-11-30,mkt_rf,5.63
2009-11-30,neutral_pct,16.66
2009-11-30,rf,0.0
2009-11-30,rmw,0.9
2009-11-30,sentiment_michigan_ics,67.4
2009-11-30,smb,-2.5
2009-12-31,bearish_pct,22.95
2009-12-31,bull_bear_spread,26.23
2009-12-31,bullish_pct,49.18
2009-12-31,cma,-0.09
2009-12-31,hml,-0.11
2009-12-31,mkt_ret,2.81
2009-12-31,mkt_rf,2.8
2009-12-31,neutral_pct,27.87
2009-12-31,rf,0.01
2009-12-31,rmw,0.71
2009-12-31,sentiment_michigan_ics,72.5
2009-12-31,smb,6.01
2010-01-31,bearish_pct,36.67
2010-01-31,bull_bear_spread,-1.6700000000000017
2010-01-31,bullish_pct,35.0
2010-01-31,cma,0.51
2010-01-31,hml,0.33
2010-01-31,mkt_ret,-3.35
2010-01-31,mkt_rf,-3.35
2010-01-31,neutral_pct,28.33
2010-01-31,rf,0.0
2010-01-31,rmw,-1.08
2010-01-31,sentiment_michigan_ics,74.4
2010-01-31,smb,0.43
2010-02-28,bearish_pct,29.53
2010-02-28,bull_bear_spread,5.359999999999999
2010-02-28,bullish_pct,34.89
2010-02-28,cma,1.42
2010-02-28,hml,3.18
2010-02-28,mkt_ret,3.39
2010-02-28,mkt_rf,3.39
2010-02-28,neutral_pct,35.57
2010-02-28,rf,0.0
2010-02-28,rmw,-0.29
2010-02-28,sentiment_michigan_ics,73.6
2010-02-28,smb,1.18
2010-03-31,bearish_pct,34.660000000000004
2010-03-31,bull_bear_spread,-2.270000000000003
2010-03-31,bullish_pct,32.39
2010-03-31,cma,1.74
2010-03-31,hml,2.19
2010-03-31,mkt_ret,6.31
2010-03-31,mkt_rf,6.3
2010-03-31,neutral_pct,32.95
2010-03-31,rf,0.01
2010-03-31,rmw,-0.61
2010-03-31,sentiment_michigan_ics,73.6
2010-03-31,smb,1.46
2010-04-30,bearish_pct,28.64
2010-04-30,bull_bear_spread,12.72
2010-04-30,bullish_pct,41.36
2010-04-30,cma,1.75
2010-04-30,hml,2.96
2010-04-30,mkt_ret,2.0
2010-04-30,mkt_rf,1.99
2010-04-30,neutral_pct,30.0
2010-04-30,rf,0.01
2010-04-30,rmw,0.61
2010-04-30,sentiment_michigan_ics,72.2
2010-04-30,smb,4.84
2010-05-31,bearish_pct,50.88
2010-05-31,bull_bear_spread,-21.05
2010-05-31,bullish_pct,29.83
2010-05-31,cma,-0.24
2010-05-31,hml,-2.48
2010-05-31,mkt_ret,-7.890000000000001
2010-05-31,mkt_rf,-7.9
2010-05-31,neutral_pct,19.3
2010-05-31,rf,0.01
2010-05-31,rmw,1.3
2010-05-31,sentiment_michigan_ics,73.6
2010-05-31,smb,0.13
2010-06-30,bearish_pct,32.43
2010-06-30,bull_bear_spread,2.030000000000001
2010-06-30,bullish_pct,34.46
2010-06-30,cma,-1.58
2010-06-30,hml,-4.73
2010-06-30,mkt_ret,-5.55
2010-06-30,mkt_rf,-5.56
2010-06-30,neutral_pct,33.11
2010-06-30,rf,0.01
2010-06-30,rmw,-0.1
2010-06-30,sentiment_michigan_ics,76.0
2010-06-30,smb,-1.79
2010-07-31,bearish_pct,33.33
2010-07-31,bull_bear_spread,6.670000000000002
2010-07-31,bullish_pct,40.0
2010-07-31,cma,2.02
2010-07-31,hml,-0.5
2010-07-31,mkt_ret,6.93
2010-07-31,mkt_rf,6.92
2010-07-31,neutral_pct,26.67
2010-07-31,rf,0.01
2010-07-31,rmw,0.17
2010-07-31,sentiment_michigan_ics,67.8
2010-07-31,smb,0.22
2010-08-31,bearish_pct,49.47
2010-08-31,bull_bear_spread,-28.73
2010-08-31,bullish_pct,20.74
2010-08-31,cma,-1.6
2010-08-31,hml,-1.73
2010-08-31,mkt_ret,-4.7700000000000005
2010-08-31,mkt_rf,-4.78
2010-08-31,neutral_pct,29.79
2010-08-31,rf,0.01
2010-08-31,rmw,0.6
2010-08-31,sentiment_michigan_ics,68.9
2010-08-31,smb,-3.01
2010-09-30,bearish_pct,31.61
2010-09-30,bull_bear_spread,10.920000000000002
2010-09-30,bullish_pct,42.53
2010-09-30,cma,0.38
2010-09-30,hml,-3.02
2010-09-30,mkt_ret,9.56
2010-09-30,mkt_rf,9.55
2010-09-30,neutral_pct,25.86
2010-09-30,rf,0.01
2010-09-30,rmw,-0.19
2010-09-30,sentiment_michigan_ics,68.2
2010-09-30,smb,3.82
2010-10-31,bearish_pct,21.6
2010-10-31,bull_bear_spread,29.629999999999995
2010-10-31,bullish_pct,51.23
2010-10-31,cma,-0.38
2010-10-31,hml,-2.46
2010-10-31,mkt_ret,3.88
2010-10-31,mkt_rf,3.87
2010-10-31,neutral_pct,27.16
2010-10-31,rf,0.01
2010-10-31,rmw,1.28
2010-10-31,sentiment_michigan_ics,67.7
2010-10-31,smb,1.08
2010-11-30,bearish_pct,24.68
2010-11-30,bull_bear_spread,22.72
2010-11-30,bullish_pct,47.4
2010-11-30,cma,1.79
2010-11-30,hml,-0.9
2010-11-30,mkt_ret,0.6
2010-11-30,mkt_rf,0.59
2010-11-30,neutral_pct,27.92
2010-11-30,rf,0.01
2010-11-30,rmw,0.32
2010-11-30,sentiment_michigan_ics,71.6
2010-11-30,smb,3.67
2010-12-31,bearish_pct,20.05
2010-12-31,bull_bear_spread,31.56
2010-12-31,bullish_pct,51.61
2010-12-31,cma,3.17
2010-12-31,hml,3.56
2010-12-31,mkt_ret,6.83
2010-12-31,mkt_rf,6.82
2010-12-31,neutral_pct,28.34
2010-12-31,rf,0.01
2010-12-31,rmw,-3.42
2010-12-31,sentiment_michigan_ics,74.5
2010-12-31,smb,0.72
2011-01-31,bearish_pct,34.29
2011-01-31,bull_bear_spread,7.75
2011-01-31,bullish_pct,42.04
2011-01-31,cma,0.81
2011-01-31,hml,0.61
2011-01-31,mkt_ret,1.99
2011-01-31,mkt_rf,1.98
2011-01-31,neutral_pct,23.67
2011-01-31,rf,0.01
2011-01-31,rmw,-0.64
2011-01-31,sentiment_michigan_ics,74.2
2011-01-31,smb,-2.29
2011-02-28,bearish_pct,36.14
2011-02-28,bull_bear_spread,0.490000000000002
2011-02-28,bullish_pct,36.63
2011-02-28,cma,0.84
2011-02-28,hml,1.18
2011-02-28,mkt_ret,3.49
2011-02-28,mkt_rf,3.48
2011-02-28,neutral_pct,27.23
2011-02-28,rf,0.01
2011-02-28,rmw,-1.83
2011-02-28,sentiment_michigan_ics,77.5
2011-02-28,smb,1.5
2011-03-31,bearish_pct,31.07
2011-03-31,bull_bear_spread,10.740000000000006
2011-03-31,bullish_pct,41.81
2011-03-31,cma,-0.07
2011-03-31,hml,-1.84
2011-03-31,mkt_ret,0.46
2011-03-31,mkt_rf,0.45
2011-03-31,neutral_pct,27.12
2011-03-31,rf,0.01
2011-03-31,rmw,1.73
2011-03-31,sentiment_michigan_ics,67.5
2011-03-31,smb,2.49
2011-04-30,bearish_pct,30.65
2011-04-30,bull_bear_spread,7.25
2011-04-30,bullish_pct,37.9
2011-04-30,cma,-0.86
2011-04-30,hml,-2.44
2011-04-30,mkt_ret,2.9
2011-04-30,mkt_rf,2.9
2011-04-30,neutral_pct,31.45
2011-04-30,rf,0.0
2011-04-30,rmw,1.12
2011-04-30,sentiment_michigan_ics,69.8
2011-04-30,smb,-0.42
2011-05-31,bearish_pct,41.42
2011-05-31,bull_bear_spread,-15.810000000000002
2011-05-31,bullish_pct,25.61
2011-05-31,cma,-1.43
2011-05-31,hml,-1.85
2011-05-31,mkt_ret,-1.27
2011-05-31,mkt_rf,-1.27
2011-05-31,neutral_pct,32.97
2011-05-31,rf,0.0
2011-05-31,rmw,1.92
2011-05-31,sentiment_michigan_ics,74.3
2011-05-31,smb,-0.73
2011-06-30,bearish_pct,30.19
2011-06-30,bull_bear_spread,8.120000000000001
2011-06-30,bullish_pct,38.31
2011-06-30,cma,-1.42
2011-06-30,hml,-0.2
2011-06-30,mkt_ret,-1.74
2011-06-30,mkt_rf,-1.74
2011-06-30,neutral_pct,31.49
2011-06-30,rf,0.0
2011-06-30,rmw,2.27
2011-06-30,sentiment_michigan_ics,71.5
2011-06-30,smb,-0.27
2011-07-31,bearish_pct,31.42
2011-07-31,bull_bear_spread,6.420000000000005
2011-07-31,bullish_pct,37.84
2011-07-31,cma,-1.73
2011-07-31,hml,-0.91
2011-07-31,mkt_ret,-2.35
2011-07-31,mkt_rf,-2.35
2011-07-31,neutral_pct,30.74
2011-07-31,rf,0.0
2011-07-31,rmw,2.68
2011-07-31,sentiment_michigan_ics,63.7
2011-07-31,smb,-1.17
2011-08-31,bearish_pct,40.96
2011-08-31,bull_bear_spread,-4.520000000000003
2011-08-31,bullish_pct,36.44
2011-08-31,cma,-0.26
2011-08-31,hml,-2.43
2011-08-31,mkt_ret,-5.95
2011-08-31,mkt_rf,-5.96
2011-08-31,neutral_pct,22.6
2011-08-31,rf,0.01
2011-08-31,rmw,3.41
2011-08-31,sentiment_michigan_ics,55.8
2011-08-31,smb,-2.96
2011-09-30,bearish_pct,46.79
2011-09-30,bull_bear_spread,-14.28
2011-09-30,bullish_pct,32.51
2011-09-30,cma,0.15
2011-09-30,hml,-1.53
2011-09-30,mkt_ret,-7.58
2011-09-30,mkt_rf,-7.58
2011-09-30,neutral_pct,20.68
2011-09-30,rf,0.0
2011-09-30,rmw,1.99
2011-09-30,sentiment_michigan_ics,59.5
2011-09-30,smb,-3.12
2011-10-31,bearish_pct,25.0
2011-10-31,bull_bear_spread,18.0
2011-10-31,bullish_pct,43.0
2011-10-31,cma,-0.73
2011-10-31,hml,0.06
2011-10-31,mkt_ret,11.33
2011-10-31,mkt_rf,11.33
2011-10-31,neutral_pct,32.0
2011-10-31,rf,0.0
2011-10-31,rmw,-2.25
2011-10-31,sentiment_michigan_ics,60.8
2011-10-31,smb,3.05
2011-11-30,bearish_pct,38.27
2011-11-30,bull_bear_spread,-5.559999999999995
2011-11-30,bullish_pct,32.71
2011-11-30,cma,1.44
2011-11-30,hml,-0.52
2011-11-30,mkt_ret,-0.27
2011-11-30,mkt_rf,-0.27
2011-11-30,neutral_pct,29.01
2011-11-30,rf,0.0
2011-11-30,rmw,1.94
2011-11-30,sentiment_michigan_ics,63.7
2011-11-30,smb,-0.18
2011-12-31,bearish_pct,30.827
2011-12-31,bull_bear_spread,9.773000000000003
2011-12-31,bullish_pct,40.6
2011-12-31,cma,2.47
2011-12-31,hml,1.54
2011-12-31,mkt_ret,0.75
2011-12-31,mkt_rf,0.75
2011-12-31,neutral_pct,28.57
2011-12-31,rf,0.0
2011-12-31,rmw,1.06
2011-12-31,sentiment_michigan_ics,69.9
2011-12-31,smb,-0.56
2012-01-31,bearish_pct,18.91
2012-01-31,bull_bear_spread,29.487400000000004
2012-01-31,bullish_pct,48.397400000000005
2012-01-31,cma,-1.48
2012-01-31,hml,-0.93
2012-01-31,mkt_ret,5.05
2012-01-31,mkt_rf,5.05
2012-01-31,neutral_pct,32.692
2012-01-31,rf,0.0
2012-01-31,rmw,-2.06
2012-01-31,sentiment_michigan_ics,75.0
2012-01-31,smb,2.01
2012-02-29,bearish_pct,27.508
2012-02-29,bull_bear_spread,16.181
2012-02-29,bullish_pct,43.689
2012-02-29,cma,-0.08
2012-02-29,hml,0.42
2012-02-29,mkt_ret,4.42
2012-02-29,mkt_rf,4.42
2012-02-29,neutral_pct,28.802
2012-02-29,rf,0.0
2012-02-29,rmw,-0.36
2012-02-29,sentiment_michigan_ics,75.3
2012-02-29,smb,-1.84
2012-03-31,bearish_pct,25.480000000000004
2012-03-31,bull_bear_spread,16.989999999999995
2012-03-31,bullish_pct,42.47
2012-03-31,cma,0.7
2012-03-31,hml,1.19
2012-03-31,mkt_ret,3.12
2012-03-31,mkt_rf,3.12
2012-03-31,neutral_pct,32.05
2012-03-31,rf,0.0
2012-03-31,rmw,-0.61
2012-03-31,sentiment_michigan_ics,76.2
2012-03-31,smb,-0.63
2012-04-30,bearish_pct,37.3984
2012-04-30,bull_bear_spread,-9.756099999999996
2012-04-30,bullish_pct,27.6423
2012-04-30,cma,0.66
2012-04-30,hml,-0.77
2012-04-30,mkt_ret,-0.85
2012-04-30,mkt_rf,-0.85
2012-04-30,neutral_pct,34.9593
2012-04-30,rf,0.0
2012-04-30,rmw,1.3
2012-04-30,sentiment_michigan_ics,76.4
2012-04-30,smb,-0.37
2012-05-31,bearish_pct,42.0233
2012-05-31,bull_bear_spread,-14.007699999999996
2012-05-31,bullish_pct,28.015600000000003
2012-05-31,cma,2.36
2012-05-31,hml,-0.95
2012-05-31,mkt_ret,-6.16
2012-05-31,mkt_rf,-6.17
2012-05-31,neutral_pct,29.9611
2012-05-31,rf,0.01
2012-05-31,rmw,2.03
2012-05-31,sentiment_michigan_ics,79.3
2012-05-31,smb,0.12
2012-06-30,bearish_pct,44.3686
2012-06-30,bull_bear_spread,-15.699699999999996
2012-06-30,bullish_pct,28.668900000000004
2012-06-30,cma,0.45
2012-06-30,hml,0.55
2012-06-30,mkt_ret,3.89
2012-06-30,mkt_rf,3.89
2012-06-30,neutral_pct,26.9625
2012-06-30,rf,0.0
2012-06-30,rmw,-1.06
2012-06-30,sentiment_michigan_ics,73.2
2012-06-30,smb,0.72
2012-07-31,bearish_pct,43.131
2012-07-31,bull_bear_spread,-15.015999999999998
2012-07-31,bullish_pct,28.115
2012-07-31,cma,0.01
2012-07-31,hml,-0.06
2012-07-31,mkt_ret,0.79
2012-07-31,mkt_rf,0.79
2012-07-31,neutral_pct,28.754
2012-07-31,rf,0.0
2012-07-31,rmw,1.04
2012-07-31,sentiment_michigan_ics,72.3
2012-07-31,smb,-2.76
2012-08-31,bearish_pct,32.6389
2012-08-31,bull_bear_spread,2.0833000000000013
2012-08-31,bullish_pct,34.7222
2012-08-31,cma,-0.86
2012-08-31,hml,1.23
2012-08-31,mkt_ret,2.55
2012-08-31,mkt_rf,2.54
2012-08-31,neutral_pct,32.6389
2012-08-31,rf,0.01
2012-08-31,rmw,-1.5
2012-08-31,sentiment_michigan_ics,74.3
2012-08-31,smb,0.5
2012-09-30,bearish_pct,36.4621
2012-09-30,bull_bear_spread,-0.3609999999999971
2012-09-30,bullish_pct,36.1011
2012-09-30,cma,1.56
2012-09-30,hml,1.62
2012-09-30,mkt_ret,2.74
2012-09-30,mkt_rf,2.73
2012-09-30,neutral_pct,27.4368
2012-09-30,rf,0.01
2012-09-30,rmw,-1.3
2012-09-30,sentiment_michigan_ics,78.3
2012-09-30,smb,0.45
2012-10-31,bearish_pct,43.0818
2012-10-31,bull_bear_spread,-13.8365
2012-10-31,bullish_pct,29.2453
2012-10-31,cma,2.52
2012-10-31,hml,3.52
2012-10-31,mkt_ret,-1.75
2012-10-31,mkt_rf,-1.76
2012-10-31,neutral_pct,27.673
2012-10-31,rf,0.01
2012-10-31,rmw,-1.4
2012-10-31,sentiment_michigan_ics,82.6
2012-10-31,smb,-1.09
2012-11-30,bearish_pct,34.3629
2012-11-30,bull_bear_spread,6.563699999999997
2012-11-30,bullish_pct,40.9266
2012-11-30,cma,0.81
2012-11-30,hml,-0.86
2012-11-30,mkt_ret,0.79
2012-11-30,mkt_rf,0.78
2012-11-30,neutral_pct,24.7104
2012-11-30,rf,0.01
2012-11-30,rmw,0.38
2012-11-30,sentiment_michigan_ics,82.7
2012-11-30,smb,0.6
2012-12-31,bearish_pct,30.2239
2012-12-31,bull_bear_spread,14.179100000000002
2012-12-31,bullish_pct,44.403
2012-12-31,cma,0.8
2012-12-31,hml,3.48
2012-12-31,mkt_ret,1.19
2012-12-31,mkt_rf,1.18
2012-12-31,neutral_pct,25.3731
2012-12-31,rf,0.01
2012-12-31,rmw,-1.72
2012-12-31,sentiment_michigan_ics,72.9
2012-12-31,smb,1.5
2013-01-31,bearish_pct,24.3017
2013-01-31,bull_bear_spread,23.743
2013-01-31,bullish_pct,48.0447
2013-01-31,cma,1.52
2013-01-31,hml,1.01
2013-01-31,mkt_ret,5.57
2013-01-31,mkt_rf,5.57
2013-01-31,neutral_pct,27.6536
2013-01-31,rf,0.0
2013-01-31,rmw,-2.01
2013-01-31,sentiment_michigan_ics,73.8
2013-01-31,smb,0.29
2013-02-28,bearish_pct,36.5931
2013-02-28,bull_bear_spread,-8.201899999999998
2013-02-28,bullish_pct,28.3912
2013-02-28,cma,0.61
2013-02-28,hml,0.21
2013-02-28,mkt_ret,1.28
2013-02-28,mkt_rf,1.28
2013-02-28,neutral_pct,35.015800000000006
2013-02-28,rf,0.0
2013-02-28,rmw,-0.59
2013-02-28,sentiment_michigan_ics,77.6
2013-02-28,smb,-0.3
2013-03-31,bearish_pct,28.6533
2013-03-31,bull_bear_spread,9.742100000000004
2013-03-31,bullish_pct,38.3954
2013-03-31,cma,1.41
2013-03-31,hml,-0.22
2013-03-31,mkt_ret,4.04
2013-03-31,mkt_rf,4.04
2013-03-31,neutral_pct,32.9513
2013-03-31,rf,0.0
2013-03-31,rmw,0.27
2013-03-31,sentiment_michigan_ics,78.6
2013-03-31,smb,0.83
2013-04-30,bearish_pct,38.8158
2013-04-30,bull_bear_spread,-10.526300000000004
2013-04-30,bullish_pct,28.2895
2013-04-30,cma,0.43
2013-04-30,hml,0.44
2013-04-30,mkt_ret,1.56
2013-04-30,mkt_rf,1.56
2013-04-30,neutral_pct,32.8947
2013-04-30,rf,0.0
2013-04-30,rmw,0.39
2013-04-30,sentiment_michigan_ics,76.4
2013-04-30,smb,-2.37
2013-05-31,bearish_pct,29.6443
2013-05-31,bull_bear_spread,6.324100000000001
2013-05-31,bullish_pct,35.9684
2013-05-31,cma,-0.95
2013-05-31,hml,2.67
2013-05-31,mkt_ret,2.8
2013-05-31,mkt_rf,2.8
2013-05-31,neutral_pct,34.3874
2013-05-31,rf,0.0
2013-05-31,rmw,-2.0
2013-05-31,sentiment_michigan_ics,84.5
2013-05-31,smb,1.7
2013-06-30,bearish_pct,35.1682
2013-06-30,bull_bear_spread,-4.892999999999997
2013-06-30,bullish_pct,30.2752
2013-06-30,cma,-0.06
2013-06-30,hml,-0.05
2013-06-30,mkt_ret,-1.2
2013-06-30,mkt_rf,-1.2
2013-06-30,neutral_pct,34.5566
2013-06-30,rf,0.0
2013-06-30,rmw,-0.28
2013-06-30,sentiment_michigan_ics,84.1
2013-06-30,smb,1.31
2013-07-31,bearish_pct,22.5589
2013-07-31,bull_bear_spread,22.5589
2013-07-31,bullish_pct,45.1178
2013-07-31,cma,0.57
2013-07-31,hml,0.58
2013-07-31,mkt_ret,5.65
2013-07-31,mkt_rf,5.65
2013-07-31,neutral_pct,32.3232
2013-07-31,rf,0.0
2013-07-31,rmw,-1.35
2013-07-31,sentiment_michigan_ics,85.1
2013-07-31,smb,1.81
2013-08-31,bearish_pct,30.7453
2013-08-31,bull_bear_spread,2.795100000000001
2013-08-31,bullish_pct,33.5404
2013-08-31,cma,-2.17
2013-08-31,hml,-2.73
2013-08-31,mkt_ret,-2.71
2013-08-31,mkt_rf,-2.71
2013-08-31,neutral_pct,35.7143
2013-08-31,rf,0.0
2013-08-31,rmw,0.71
2013-08-31,sentiment_michigan_ics,82.1
2013-08-31,smb,0.32
2013-09-30,bearish_pct,30.6122
2013-09-30,bull_bear_spread,5.4422
2013-09-30,bullish_pct,36.0544
2013-09-30,cma,-1.32
2013-09-30,hml,-1.18
2013-09-30,mkt_ret,3.77
2013-09-30,mkt_rf,3.77
2013-09-30,neutral_pct,33.3333
2013-09-30,rf,0.0
2013-09-30,rmw,-0.54
2013-09-30,sentiment_michigan_ics,77.5
2013-09-30,smb,2.89
2013-10-31,bearish_pct,21.4765
2013-10-31,bull_bear_spread,23.4899
2013-10-31,bullish_pct,44.9664
2013-10-31,cma,0.89
2013-10-31,hml,1.22
2013-10-31,mkt_ret,4.17
2013-10-31,mkt_rf,4.17
2013-10-31,neutral_pct,33.556999999999995
2013-10-31,rf,0.0
2013-10-31,rmw,2.75
2013-10-31,sentiment_michigan_ics,73.2
2013-10-31,smb,-1.56
2013-11-30,bearish_pct,28.254
2013-11-30,bull_bear_spread,19.0476
2013-11-30,bullish_pct,47.3016
2013-11-30,cma,0.06
2013-11-30,hml,0.19
2013-11-30,mkt_ret,3.11
2013-11-30,mkt_rf,3.11
2013-11-30,neutral_pct,24.4444
2013-11-30,rf,0.0
2013-11-30,rmw,0.26
2013-11-30,sentiment_michigan_ics,75.1
2013-11-30,smb,1.31
2013-12-31,bearish_pct,18.5393
2013-12-31,bull_bear_spread,36.51689999999999
2013-12-31,bullish_pct,55.0562
2013-12-31,cma,0.08
2013-12-31,hml,0.0
2013-12-31,mkt_ret,2.81
2013-12-31,mkt_rf,2.81
2013-12-31,neutral_pct,26.4045
2013-12-31,rf,0.0
2013-12-31,rmw,-0.58
2013-12-31,sentiment_michigan_ics,82.5
2013-12-31,smb,-0.44
2014-01-31,bearish_pct,32.7586
2014-01-31,bull_bear_spread,-0.5747
2014-01-31,bullish_pct,32.1839
2014-01-31,cma,-1.54
2014-01-31,hml,-1.99
2014-01-31,mkt_ret,-3.32
2014-01-31,mkt_rf,-3.32
2014-01-31,neutral_pct,35.057500000000005
2014-01-31,rf,0.0
2014-01-31,rmw,-3.91
2014-01-31,sentiment_michigan_ics,81.2
2014-01-31,smb,0.93
2014-02-28,bearish_pct,21.134
2014-02-28,bull_bear_spread,18.5567
2014-02-28,bullish_pct,39.6907
2014-02-28,cma,-0.54
2014-02-28,hml,-0.35
2014-02-28,mkt_ret,4.66
2014-02-28,mkt_rf,4.66
2014-02-28,neutral_pct,39.1753
2014-02-28,rf,0.0
2014-02-28,rmw,-0.25
2014-02-28,sentiment_michigan_ics,81.6
2014-02-28,smb,0.36
2014-03-31,bearish_pct,28.6119
2014-03-31,bull_bear_spread,2.5495999999999945
2014-03-31,bullish_pct,31.1615
2014-03-31,cma,1.92
2014-03-31,hml,4.9
2014-03-31,mkt_ret,0.43
2014-03-31,mkt_rf,0.43
2014-03-31,neutral_pct,40.226600000000005
2014-03-31,rf,0.0
2014-03-31,rmw,2.02
2014-03-31,sentiment_michigan_ics,80.0
2014-03-31,smb,-1.86
2014-04-30,bearish_pct,26.0234
2014-04-30,bull_bear_spread,8.479499999999994
2014-04-30,bullish_pct,34.5029
2014-04-30,cma,0.93
2014-04-30,hml,1.22
2014-04-30,mkt_ret,-0.18
2014-04-30,mkt_rf,-0.18
2014-04-30,neutral_pct,39.4737
2014-04-30,rf,0.0
2014-04-30,rmw,3.4
2014-04-30,sentiment_michigan_ics,84.1
2014-04-30,smb,-4.18
2014-05-31,bearish_pct,23.2044
2014-05-31,bull_bear_spread,13.259700000000002
2014-05-31,bullish_pct,36.4641
2014-05-31,cma,-0.96
2014-05-31,hml,-0.1
2014-05-31,mkt_ret,2.05
2014-05-31,mkt_rf,2.05
2014-05-31,neutral_pct,40.3315
2014-05-31,rf,0.0
2014-05-31,rmw,-0.09
2014-05-31,sentiment_michigan_ics,81.9
2014-05-31,smb,-1.85
2014-06-30,bearish_pct,21.0918
2014-06-30,bull_bear_spread,16.128999999999998
2014-06-30,bullish_pct,37.2208
2014-06-30,cma,-1.91
2014-06-30,hml,-0.71
2014-06-30,mkt_ret,2.6
2014-06-30,mkt_rf,2.6
2014-06-30,neutral_pct,41.6873
2014-06-30,rf,0.0
2014-06-30,rmw,-1.83
2014-06-30,sentiment_michigan_ics,82.5
2014-06-30,smb,3.05
2014-07-31,bearish_pct,31.1224
2014-07-31,bull_bear_spread,0.0
2014-07-31,bullish_pct,31.1224
2014-07-31,cma,0.51
2014-07-31,hml,-0.08
2014-07-31,mkt_ret,-2.03
2014-07-31,mkt_rf,-2.03
2014-07-31,neutral_pct,37.755100000000006
2014-07-31,rf,0.0
2014-07-31,rmw,0.93
2014-07-31,sentiment_michigan_ics,81.8
2014-07-31,smb,-4.18
2014-08-31,bearish_pct,19.2308
2014-08-31,bull_bear_spread,32.6923
2014-08-31,bullish_pct,51.9231
2014-08-31,cma,-0.69
2014-08-31,hml,-0.57
2014-08-31,mkt_ret,4.24
2014-08-31,mkt_rf,4.24
2014-08-31,neutral_pct,28.8462
2014-08-31,rf,0.0
2014-08-31,rmw,-0.64
2014-08-31,sentiment_michigan_ics,82.5
2014-08-31,smb,0.41
2014-09-30,bearish_pct,28.2313
2014-09-30,bull_bear_spread,13.605400000000005
2014-09-30,bullish_pct,41.8367
2014-09-30,cma,-0.59
2014-09-30,hml,-1.47
2014-09-30,mkt_ret,-1.96
2014-09-30,mkt_rf,-1.96
2014-09-30,neutral_pct,29.932
2014-09-30,rf,0.0
2014-09-30,rmw,1.2
2014-09-30,sentiment_michigan_ics,84.6
2014-09-30,smb,-3.59
2014-10-31,bearish_pct,21.0692
2014-10-31,bull_bear_spread,28.3019
2014-10-31,bullish_pct,49.3711
2014-10-31,cma,0.21
2014-10-31,hml,-1.63
2014-10-31,mkt_ret,2.51
2014-10-31,mkt_rf,2.51
2014-10-31,neutral_pct,29.5597
2014-10-31,rf,0.0
2014-10-31,rmw,-0.39
2014-10-31,sentiment_michigan_ics,86.9
2014-10-31,smb,4.05
2014-11-30,bearish_pct,20.7921
2014-11-30,bull_bear_spread,31.353100000000005
2014-11-30,bullish_pct,52.1452
2014-11-30,cma,0.14
2014-11-30,hml,-3.13
2014-11-30,mkt_ret,2.56
2014-11-30,mkt_rf,2.56
2014-11-30,neutral_pct,27.0627
2014-11-30,rf,0.0
2014-11-30,rmw,1.57
2014-11-30,sentiment_michigan_ics,88.8
2014-11-30,smb,-2.05
2014-12-31,bearish_pct,18.8679
2014-12-31,bull_bear_spread,32.075500000000005
2014-12-31,bullish_pct,50.9434
2014-12-31,cma,0.9
2014-12-31,hml,2.12
2014-12-31,mkt_ret,-0.05
2014-12-31,mkt_rf,-0.05
2014-12-31,neutral_pct,30.1887
2014-12-31,rf,0.0
2014-12-31,rmw,-1.21
2014-12-31,sentiment_michigan_ics,93.6
2014-12-31,smb,2.53
2015-01-31,bearish_pct,22.3926
