term,coef,std_err,t_stat,p_value,ci_low,ci_high
Intercept,-3.2151313731870377,9.700137579006713,-0.3314521414773856,0.7403045281914395,-22.227562857021045,15.797300110646969
sentiment_x_small,0.19967591680613336,0.10339836459345068,1.9311322533120698,0.05347296992223627,-0.002986602808848382,0.4023384364211151
sentiment_x_small_post_gfc,0.04904920332959185,0.04368214524504294,1.122866174599288,0.26150032370599474,-0.03656853010706189,0.13466693676624558
sentiment_x_small_post_covid,0.05390880309275807,0.07717426016975522,0.6985334614699042,0.48484724767601106,-0.09735403435075977,0.2051716405362759
log_at,-1.7942249854707966,2.3620448281942363,-0.7596066611667428,0.44749371392694925,-6.423872255111477,2.8354222841698844
leverage,-0.005920352175483593,0.007567740540963116,-0.7823143702453274,0.43403395847718196,-0.0207532498896238,0.008912545538656612
profitability,0.02218029206311678,0.0184626938050373,1.2013573044831185,0.2296189508349531,-0.014006895810895058,0.05836747993712862
capex_intensity,16.197243380053628,15.150493842502826,1.069090126594704,0.2850347926136845,-13.49797730941724,45.89246406952449
cash_ratio,8.348088677973802,5.79274029696192,1.4411294568741617,0.14955506848884714,-3.0057789453048382,19.701956301252444
rd_intensity,0.033105615251204056,0.031046324191292548,1.0663296256015091,0.28628038058751804,-0.02774569811463077,0.09395692861703889
