term,coef,std_err,t_stat,p_value,ci_low,ci_high
Intercept,2.0019396819963364,2.745169651990732,0.7292590024607686,0.4658432454034832,-3.378493967357852,7.382373331350525
C(sic2_label)[T.10],-1.095280309492925,1.1741418558816814,-0.9328347371369894,0.35090530282829024,-3.3965560597620392,1.2059954407761893
C(sic2_label)[T.12],0.3416262467244752,1.741050958727407,0.19621840763017148,0.8444392209030425,-3.0707709276301745,3.754023421079125
C(sic2_label)[T.13],2.2027711919673343,1.4746635933495842,1.493744879782317,0.13524231334995665,-0.6875163403102706,5.093058724244939
C(sic2_label)[T.14],-0.8417949664210411,1.2857088653049904,-0.6547321785957773,0.5126402035185981,-3.3617380370226817,1.6781481041805995
C(sic2_label)[T.15],-1.119577715098023,1.8617302583803381,-0.6013640859401563,0.5475975137136917,-4.7685019704519345,2.529346540255889
C(sic2_label)[T.16],0.22076633047360525,1.1881260353993963,0.18581053179210336,0.8525933451872681,-2.107917908003573,2.549450568950783
C(sic2_label)[T.17],-0.3457097892303442,1.1190898374767135,-0.3089204974015662,0.757382004244858,-2.539085566149485,1.8476659876887969
C(sic2_label)[T.2],0.7241052562759485,1.5006126155914417,0.4825397632623223,0.6294225584125965,-2.217041425029726,3.6652519375816226
C(sic2_label)[T.20],1.752874904679122,1.3146615652182654,1.3333278701184992,0.1824242315028084,-0.8238144150077336,4.329564224365978
C(sic2_label)[T.21],3.6671358335862916,1.931835467389977,1.898265093217699,0.05766116981888461,-0.1191921065551651,7.453463773727748
C(sic2_label)[T.22],0.5633158471823355,1.2515478112162526,0.45009534764389536,0.6526416912579861,-1.8896727877314543,3.0163044820961256
C(sic2_label)[T.23],1.9056801235235934,1.5659587795037433,1.2169414345168834,0.22362649933187062,-1.1635426855780433,4.9749029326252305
C(sic2_label)[T.24],0.4985505862570369,1.3390620437062044,0.3723132834660654,0.70965960962575,-2.1259627924717233,3.123063964985797
C(sic2_label)[T.25],1.1611710520004968,1.2411800646308475,0.9355379489968306,0.34951113570804226,-1.271497173005061,3.5938392770060545
C(sic2_label)[T.26],1.9107308100562321,1.459760773436,1.3089342067733016,0.19055663828215585,-0.9503477319226616,4.771809352035126
C(sic2_label)[T.27],0.5485399902340243,1.1802380760517068,0.464770626676505,0.642095724781136,-1.7646841320101663,2.861764112478215
C(sic2_label)[T.28],1.3378174376563472,1.6555483859550943,0.8080811464079036,0.41904387024488965,-1.9069977734790549,4.5826326487917495
C(sic2_label)[T.29],2.7747396246356417,1.6806206084009283,1.6510208257387384,0.09873432250895867,-0.5192162395059716,6.068695488777255
C(sic2_label)[T.30],0.816502628920332,1.300895187189934,0.6276467443038672,0.5302353797647209,-1.7332050856334305,3.3662103434740946
C(sic2_label)[T.31],-0.020460271536797515,1.0646247905286288,-0.01921829335444854,0.9846669643110357,-2.107086518021409,2.0661659749478143
C(sic2_label)[T.32],0.22295835819694343,1.1704745494645439,0.19048543883242913,0.8489287524210187,-2.0711296035743088,2.5170463199681956
C(sic2_label)[T.33],1.3302362921013837,1.309874020479737,1.0155452137406231,0.3098460053656762,-1.237069612323582,3.8975421965263495
