term,coef,std_err,t_stat,p_value,ci_low,ci_high
C(sic2_label)[T.7],-8.048044535495157,7.310962485192602,-1.100818743331732,0.27097555248856775,-22.377267698796103,6.28117862780579
C(sic2_label)[T.70],-1.966677992810787,3.3091137715585064,-0.5943216608973021,0.5522969936276265,-8.452421805810964,4.51906582018939
C(sic2_label)[T.73],-5.7908043168936905,7.017734418813849,-0.8251672080050677,0.4092766677220082,-19.54531103083596,7.963702397048581
C(sic2_label)[T.75],2.177349811817481,1.82545360083104,1.1927719284819072,0.23295870680682584,-1.4004735012603131,5.7551731248952755
C(sic2_label)[T.78],-9.385363948024922,11.57154533449092,-0.8110726507764076,0.41732395066190786,-32.06517604909962,13.294448153049776
C(sic2_label)[T.79],0.15634201037021828,1.582450150941012,0.09879743148765141,0.9212991078932187,-2.9452032928041376,3.2578873135445745
C(sic2_label)[T.80],-2.369866197118366,3.417514132485494,-0.6934473729285815,0.4880288416366658,-9.068070813446582,4.328338419209849
C(sic2_label)[T.82],-6.934994009740625,7.3800735632733065,-0.9396917185558142,0.3473757142709476,-21.39967239701249,7.5296843775312405
C(sic2_label)[T.87],-4.831226934185498,7.454442748657635,-0.6481003472802156,0.5169200494054811,-19.44166624637023,9.779212377999233
C(sic2_label)[T.99],1.461210350781597,2.6968233776960204,0.5418264921857634,0.5879380393394495,-3.8244663421682628,6.746887043731457
sentiment_lag1,0.08822536402339337,0.1823398722870406,0.4838511890833643,0.6284914833538735,-0.2691542186048393,0.44560494665162603
log_at,-1.2113979014311567,0.9521445274985785,-1.2722836359871483,0.20327236063200405,-3.077566883405278,0.6547710805429643
leverage,-0.019548575053565012,0.01678868278121749,-1.164390042287009,0.2442659811559479,-0.052453788652619036,0.013356638545489012
profitability,0.021946596589227707,0.019554423691417445,1.1223341038099834,0.2617204109465969,-0.01637936958438726,0.06027256276284267
capex_intensity,28.33144148120167,33.77998491456406,0.838704977307042,0.40163488458920527,-37.87611234965023,94.53899531205356
cash_ratio,21.090451155428408,20.889074935559638,1.009640265090244,0.31266767113774785,-19.851383388626832,62.03228569948365
rd_intensity,0.01035173409500848,0.010838580874206421,0.9550820550357717,0.33953620303047394,-0.01089149406196076,0.03159496225197772
